Format Version,1.23,Take Name,Take 2025-12-17 06.07.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.07.01.513 PM,Capture Start Frame,10553788,Total Frames in Take,14436,Total Exported Frames,14436,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013
,ID,"19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
525,4.375000,,,,,,,,,,,,,,,,,,
526,4.383000,,,,,,,,,,,,,,,,,,
527,4.392000,,,,,,,,,,,,,,,,,,
528,4.400000,,,,,,,,,,,,,,,,,,
529,4.408000,,,,,,,,,,,,,,,,,,
530,4.417000,,,,,,,,,,,,,,,,,,
531,4.425000,,,,,,,,,,,,,,,,,,
532,4.433000,,,,,,,,,,,,,,,,,,
533,4.442000,,,,,,,,,,,,,,,,,,
534,4.450000,,,,,,,,,,,,,,,,,,
535,4.458000,,,,,,,,,,,,,,,,,,
536,4.467000,,,,,,,,,,,,,,,,,,
537,4.475000,,,,,,,,,,,,,,,,,,
538,4.483000,,,,,,,,,,,,,,,,,,
539,4.492000,,,,,,,,,,,,,,,,,,
540,4.500000,,,,,,,,,,,,,,,,,,
541,4.508000,,,,,,,,,,,,,,,,,,
542,4.517000,,,,,,,,,,,,,,,,,,
543,4.525000,,,,,,,,,,,,,,,,,,
544,4.533000,,,,,,,,,,,,,,,,,,
545,4.542000,,,,,,,,,,,,,,,,,,
546,4.550000,,,,,,,,,,,,,,,,,,
547,4.558000,,,,,,,,,,,,,,,,,,
548,4.567000,,,,,,,,,,,,,,,,,,
549,4.575000,,,,,,,,,,,,,,,,,,
550,4.583000,,,,,,,,,,,,,,,,,,
551,4.592000,,,,,,,,,,,,,,,,,,
552,4.600000,,,,,,,,,,,,,,,,,,
553,4.608000,,,,,,,,,,,,,,,,,,
554,4.617000,,,,,,,,,,,,,,,,,,
555,4.625000,,,,,,,,,,,,,,,,,,
556,4.633000,,,,,,,,,,,,,,,,,,
557,4.642000,,,,,,,,,,,,,,,,,,
558,4.650000,,,,,,,,,,,,,,,,,,
559,4.658000,,,,,,,,,,,,,,,,,,
560,4.667000,,,,,,,,,,,,,,,,,,
561,4.675000,,,,,,,,,,,,,,,,,,
562,4.683000,,,,,,,,,,,,,,,,,,
563,4.692000,,,,,,,,,,,,,,,,,,
564,4.700000,,,,,,,,,,,,,,,,,,
565,4.708000,,,,,,,,,,,,,,,,,,
566,4.717000,,,,,,,,,,,,,,,,,,
567,4.725000,,,,,,,,,,,,,,,,,,
568,4.733000,,,,,,,,,,,,,,,,,,
569,4.742000,,,,,,,,,,,,,,,,,,
570,4.750000,,,,,,,,,,,,,,,,,,
571,4.758000,,,,,,,,,,,,,,,,,,
572,4.767000,,,,,,,,,,,,,,,,,,
573,4.775000,,,,,,,,,,,,,,,,,,
574,4.783000,,,,,,,,,,,,,,,,,,
575,4.792000,,,,,,,,,,,,,,,,,,
576,4.800000,,,,,,,,,,,,,,,,,,
577,4.808000,,,,,,,,,,,,,,,,,,
578,4.817000,,,,,,,,,,,,,,,,,,
579,4.825000,,,,,,,,,,,,,,,,,,
580,4.833000,,,,,,,,,,,,,,,,,,
581,4.842000,,,,,,,,,,,,,,,,,,
582,4.850000,,,,,,,,,,,,,,,,,,
583,4.858000,,,,,,,,,,,,,,,,,,
584,4.867000,,,,,,,,,,,,,,,,,,
585,4.875000,,,,,,,,,,,,,,,,,,
586,4.883000,,,,,,,,,,,,,,,,,,
587,4.892000,,,,,,,,,,,,,,,,,,
588,4.900000,,,,,,,,,,,,,,,,,,
589,4.908000,,,,,,,,,,,,,,,,,,
590,4.917000,,,,,,,,,,,,,,,,,,
591,4.925000,,,,,,,,,,,,,,,,,,
592,4.933000,,,,,,,,,,,,,,,,,,
593,4.942000,,,,,,,,,,,,,,,,,,
594,4.950000,,,,,,,,,,,,,,,,,,
595,4.958000,,,,,,,,,,,,,,,,,,
596,4.967000,,,,,,,,,,,,,,,,,,
597,4.975000,,,,,,,,,,,,,,,,,,
598,4.983000,,,,,,,,,,,,,,,,,,
599,4.992000,,,,,,,,,,,,,,,,,,
600,5.000000,,,,,,,,,,,,,,,,,,
601,5.008000,,,,,,,,,,,,,,,,,,
602,5.017000,,,,,,,,,,,,,,,,,,
603,5.025000,,,,,,,,,,,,,,,,,,
604,5.033000,,,,,,,,,,,,,,,,,,
605,5.042000,,,,,,,,,,,,,,,,,,
606,5.050000,,,,,,,,,,,,,,,,,,
607,5.058000,,,,,,,,,,,,,,,,,,
608,5.067000,,,,,,,,,,,,,,,,,,
609,5.075000,,,,,,,,,,,,,,,,,,
610,5.083000,,,,,,,,,,,,,,,,,,
611,5.092000,,,,,,,,,,,,,,,,,,
612,5.100000,,,,,,,,,,,,,,,,,,
613,5.108000,,,,,,,,,,,,,,,,,,
614,5.117000,,,,,,,,,,,,,,,,,,
615,5.125000,,,,,,,,,,,,,,,,,,
616,5.133000,,,,,,,,,,,,,,,,,,
617,5.142000,,,,,,,,,,,,,,,,,,
618,5.150000,,,,,,,,,,,,,,,,,,
619,5.158000,,,,,,,,,,,,,,,,,,
620,5.167000,,,,,,,,,,,,,,,,,,
621,5.175000,,,,,,,,,,,,,,,,,,
622,5.183000,,,,,,,,,,,,,,,,,,
623,5.192000,,,,,,,,,,,,,,,,,,
624,5.200000,,,,,,,,,,,,,,,,,,
625,5.208000,,,,,,,,,,,,,,,,,,
626,5.217000,,,,,,,,,,,,,,,,,,
627,5.225000,,,,,,,,,,,,,,,,,,
628,5.233000,,,,,,,,,,,,,,,,,,
629,5.242000,,,,,,,,,,,,,,,,,,
630,5.250000,,,,,,,,,,,,,,,,,,
631,5.258000,,,,,,,,,,,,,,,,,,
632,5.267000,,,,,,,,,,,,,,,,,,
633,5.275000,,,,,,,,,,,,,,,,,,
634,5.283000,,,,,,,,,,,,,,,,,,
635,5.292000,,,,,,,,,,,,,,,,,,
636,5.300000,,,,,,,,,,,,,,,,,,
637,5.308000,,,,,,,,,,,,,,,,,,
638,5.317000,,,,,,,,,,,,,,,,,,
639,5.325000,,,,,,,,,,,,,,,,,,
640,5.333000,,,,,,,,,,,,,,,,,,
641,5.342000,,,,,,,,,,,,,,,,,,
642,5.350000,,,,,,,,,,,,,,,,,,
643,5.358000,,,,,,,,,,,,,,,,,,
644,5.367000,,,,,,,,,,,,,,,,,,
645,5.375000,,,,,,,,,,,,,,,,,,
646,5.383000,,,,,,,,,,,,,,,,,,
647,5.392000,,,,,,,,,,,,,,,,,,
648,5.400000,,,,,,,,,,,,,,,,,,
649,5.408000,,,,,,,,,,,,,,,,,,
650,5.417000,,,,,,,,,,,,,,,,,,
651,5.425000,,,,,,,,,,,,,,,,,,
652,5.433000,,,,,,,,,,,,,,,,,,
653,5.442000,,,,,,,,,,,,,,,,,,
654,5.450000,,,,,,,,,,,,,,,,,,
655,5.458000,,,,,,,,,,,,,,,,,,
656,5.467000,,,,,,,,,,,,,,,,,,
657,5.475000,,,,,,,,,,,,,,,,,,
658,5.483000,,,,,,,,,,,,,,,,,,
659,5.492000,,,,,,,,,,,,,,,,,,
660,5.500000,,,,,,,,,,,,,,,,,,
661,5.508000,,,,,,,,,,,,,,,,,,
662,5.517000,,,,,,,,,,,,,,,,,,
663,5.525000,,,,,,,,,,,,,,,,,,
664,5.533000,,,,,,,,,,,,,,,,,,
665,5.542000,,,,,,,,,,,,,,,,,,
666,5.550000,,,,,,,,,,,,,,,,,,
667,5.558000,,,,,,,,,,,,,,,,,,
668,5.567000,,,,,,,,,,,,,,,,,,
669,5.575000,,,,,,,,,,,,,,,,,,
670,5.583000,,,,,,,,,,,,,,,,,,
671,5.592000,,,,,,,,,,,,,,,,,,
672,5.600000,,,,,,,,,,,,,,,,,,
673,5.608000,,,,,,,,,,,,,,,,,,
674,5.617000,,,,,,,,,,,,,,,,,,
675,5.625000,,,,,,,,,,,,,,,,,,
676,5.633000,,,,,,,,,,,,,,,,,,
677,5.642000,,,,,,,,,,,,,,,,,,
678,5.650000,,,,,,,,,,,,,,,,,,
679,5.658000,,,,,,,,,,,,,,,,,,
680,5.667000,,,,,,,,,,,,,,,,,,
681,5.675000,,,,,,,,,,,,,,,,,,
682,5.683000,,,,,,,,,,,,,,,,,,
683,5.692000,,,,,,,,,,,,,,,,,,
684,5.700000,,,,,,,,,,,,,,,,,,
685,5.708000,,,,,,,,,,,,,,,,,,
686,5.717000,,,,,,,,,,,,,,,,,,
687,5.725000,,,,,,,,,,,,,,,,,,
688,5.733000,,,,,,,,,,,,,,,,,,
689,5.742000,,,,,,,,,,,,,,,,,,
690,5.750000,,,,,,,,,,,,,,,,,,
691,5.758000,,,,,,,,,,,,,,,,,,
692,5.767000,,,,,,,,,,,,,,,,,,
693,5.775000,,,,,,,,,,,,,,,,,,
694,5.783000,,,,,,,,,,,,,,,,,,
695,5.792000,,,,,,,,,,,,,,,,,,
696,5.800000,,,,,,,,,,,,,,,,,,
697,5.808000,,,,,,,,,,,,,,,,,,
698,5.817000,,,,,,,,,,,,,,,,,,
699,5.825000,,,,,,,,,,,,,,,,,,
700,5.833000,,,,,,,,,,,,,,,,,,
701,5.842000,,,,,,,,,,,,,,,,,,
702,5.850000,,,,,,,,,,,,,,,,,,
703,5.858000,,,,,,,,,,,,,,,,,,
704,5.867000,,,,,,,,,,,,,,,,,,
705,5.875000,,,,,,,,,,,,,,,,,,
706,5.883000,,,,,,,,,,,,,,,,,,
707,5.892000,,,,,,,,,,,,,,,,,,
708,5.900000,,,,,,,,,,,,,,,,,,
709,5.908000,,,,,,,,,,,,,,,,,,
710,5.917000,,,,,,,,,,,,,,,,,,
711,5.925000,,,,,,,,,,,,,,,,,,
712,5.933000,,,,,,,,,,,,,,,,,,
713,5.942000,,,,,,,,,,,,,,,,,,
714,5.950000,,,,,,,,,,,,,,,,,,
715,5.958000,,,,,,,,,,,,,,,,,,
716,5.967000,,,,,,,,,,,,,,,,,,
717,5.975000,,,,,,,,,,,,,,,,,,
718,5.983000,,,,,,,,,,,,,,,,,,
719,5.992000,,,,,,,,,,,,,,,,,,
720,6.000000,,,,,,,,,,,,,,,,,,
721,6.008000,,,,,,,,,,,,,,,,,,
722,6.017000,,,,,,,,,,,,,,,,,,
723,6.025000,,,,,,,,,,,,,,,,,,
724,6.033000,,,,,,,,,,,,,,,,,,
725,6.042000,,,,,,,,,,,,,,,,,,
726,6.050000,,,,,,,,,,,,,,,,,,
727,6.058000,,,,,,,,,,,,,,,,,,
728,6.067000,,,,,,,,,,,,,,,,,,
729,6.075000,,,,,,,,,,,,,,,,,,
730,6.083000,,,,,,,,,,,,,,,,,,
731,6.092000,,,,,,,,,,,,,,,,,,
732,6.100000,,,,,,,,,,,,,,,,,,
733,6.108000,,,,,,,,,,,,,,,,,,
734,6.117000,,,,,,,,,,,,,,,,,,
735,6.125000,,,,,,,,,,,,,,,,,,
736,6.133000,,,,,,,,,,,,,,,,,,
737,6.142000,,,,,,,,,,,,,,,,,,
738,6.150000,,,,,,,,,,,,,,,,,,
739,6.158000,,,,,,,,,,,,,,,,,,
740,6.167000,,,,,,,,,,,,,,,,,,
741,6.175000,,,,,,,,,,,,,,,,,,
742,6.183000,,,,,,,,,,,,,,,,,,
743,6.192000,,,,,,,,,,,,,,,,,,
744,6.200000,,,,,,,,,,,,,,,,,,
745,6.208000,,,,,,,,,,,,,,,,,,
746,6.217000,,,,,,,,,,,,,,,,,,
747,6.225000,,,,,,,,,,,,,,,,,,
748,6.233000,,,,,,,,,,,,,,,,,,
749,6.242000,,,,,,,,,,,,,,,,,,
750,6.250000,,,,,,,,,,,,,,,,,,
751,6.258000,,,,,,,,,,,,,,,,,,
752,6.267000,,,,,,,,,,,,,,,,,,
753,6.275000,,,,,,,,,,,,,,,,,,
754,6.283000,,,,,,,,,,,,,,,,,,
755,6.292000,,,,,,,,,,,,,,,,,,
756,6.300000,,,,,,,,,,,,,,,,,,
757,6.308000,,,,,,,,,,,,,,,,,,
758,6.317000,,,,,,,,,,,,,,,,,,
759,6.325000,,,,,,,,,,,,,,,,,,
760,6.333000,,,,,,,,,,,,,,,,,,
761,6.342000,,,,,,,,,,,,,,,,,,
762,6.350000,,,,,,,,,,,,,,,,,,
763,6.358000,,,,,,,,,,,,,,,,,,
764,6.367000,,,,,,,,,,,,,,,,,,
765,6.375000,,,,,,,,,,,,,,,,,,
766,6.383000,,,,,,,,,,,,,,,,,,
767,6.392000,,,,,,,,,,,,,,,,,,
768,6.400000,,,,,,,,,,,,,,,,,,
769,6.408000,,,,,,,,,,,,,,,,,,
770,6.417000,,,,,,,,,,,,,,,,,,
771,6.425000,,,,,,,,,,,,,,,,,,
772,6.433000,,,,,,,,,,,,,,,,,,
773,6.442000,,,,,,,,,,,,,,,,,,
774,6.450000,,,,,,,,,,,,,,,,,,
775,6.458000,,,,,,,,,,,,,,,,,,
776,6.467000,,,,,,,,,,,,,,,,,,
777,6.475000,,,,,,,,,,,,,,,,,,
778,6.483000,,,,,,,,,,,,,,,,,,
779,6.492000,,,,,,,,,,,,,,,,,,
780,6.500000,,,,,,,,,,,,,,,,,,
781,6.508000,,,,,,,,,,,,,,,,,,
782,6.517000,,,,,,,,,,,,,,,,,,
783,6.525000,,,,,,,,,,,,,,,,,,
784,6.533000,,,,,,,,,,,,,,,,,,
785,6.542000,,,,,,,,,,,,,,,,,,
786,6.550000,,,,,,,,,,,,,,,,,,
787,6.558000,,,,,,,,,,,,,,,,,,
788,6.567000,,,,,,,,,,,,,,,,,,
789,6.575000,,,,,,,,,,,,,,,,,,
790,6.583000,,,,,,,,,,,,,,,,,,
791,6.592000,,,,,,,,,,,,,,,,,,
792,6.600000,,,,,,,,,,,,,,,,,,
793,6.608000,,,,,,,,,,,,,,,,,,
794,6.617000,,,,,,,,,,,,,,,,,,
795,6.625000,,,,,,,,,,,,,,,,,,
796,6.633000,,,,,,,,,,,,,,,,,,
797,6.642000,,,,,,,,,,,,,,,,,,
798,6.650000,,,,,,,,,,,,,,,,,,
799,6.658000,,,,,,,,,,,,,,,,,,
800,6.667000,,,,,,,,,,,,,,,,,,
801,6.675000,,,,,,,,,,,,,,,,,,
802,6.683000,,,,,,,,,,,,,,,,,,
803,6.692000,,,,,,,,,,,,,,,,,,
804,6.700000,,,,,,,,,,,,,,,,,,
805,6.708000,,,,,,,,,,,,,,,,,,
806,6.717000,,,,,,,,,,,,,,,,,,
807,6.725000,,,,,,,,,,,,,,,,,,
808,6.733000,,,,,,,,,,,,,,,,,,
809,6.742000,,,,,,,,,,,,,,,,,,
810,6.750000,,,,,,,,,,,,,,,,,,
811,6.758000,,,,,,,,,,,,,,,,,,
812,6.767000,,,,,,,,,,,,,,,,,,
813,6.775000,,,,,,,,,,,,,,,,,,
814,6.783000,,,,,,,,,,,,,,,,,,
815,6.792000,,,,,,,,,,,,,,,,,,
816,6.800000,,,,,,,,,,,,,,,,,,
817,6.808000,,,,,,,,,,,,,,,,,,
818,6.817000,,,,,,,,,,,,,,,,,,
819,6.825000,,,,,,,,,,,,,,,,,,
820,6.833000,,,,,,,,,,,,,,,,,,
821,6.842000,,,,,,,,,,,,,,,,,,
822,6.850000,,,,,,,,,,,,,,,,,,
823,6.858000,,,,,,,,,,,,,,,,,,
824,6.867000,,,,,,,,,,,,,,,,,,
825,6.875000,,,,,,,,,,,,,,,,,,
826,6.883000,,,,,,,,,,,,,,,,,,
827,6.892000,,,,,,,,,,,,,,,,,,
828,6.900000,,,,,,,,,,,,,,,,,,
829,6.908000,,,,,,,,,,,,,,,,,,
830,6.917000,,,,,,,,,,,,,,,,,,
831,6.925000,,,,,,,,,,,,,,,,,,
832,6.933000,,,,,,,,,,,,,,,,,,
833,6.942000,,,,,,,,,,,,,,,,,,
834,6.950000,,,,,,,,,,,,,,,,,,
835,6.958000,,,,,,,,,,,,,,,,,,
836,6.967000,,,,,,,,,,,,,,,,,,
837,6.975000,,,,,,,,,,,,,,,,,,
838,6.983000,,,,,,,,,,,,,,,,,,
839,6.992000,,,,,,,,,,,,,,,,,,
840,7.000000,,,,,,,,,,,,,,,,,,
841,7.008000,,,,,,,,,,,,,,,,,,
842,7.017000,,,,,,,,,,,,,,,,,,
843,7.025000,,,,,,,,,,,,,,,,,,
844,7.033000,,,,,,,,,,,,,,,,,,
845,7.042000,,,,,,,,,,,,,,,,,,
846,7.050000,,,,,,,,,,,,,,,,,,
847,7.058000,,,,,,,,,,,,,,,,,,
848,7.067000,,,,,,,,,,,,,,,,,,
849,7.075000,,,,,,,,,,,,,,,,,,
850,7.083000,,,,,,,,,,,,,,,,,,
851,7.092000,,,,,,,,,,,,,,,,,,
852,7.100000,,,,,,,,,,,,,,,,,,
853,7.108000,,,,,,,,,,,,,,,,,,
854,7.117000,,,,,,,,,,,,,,,,,,
855,7.125000,,,,,,,,,,,,,,,,,,
856,7.133000,,,,,,,,,,,,,,,,,,
857,7.142000,,,,,,,,,,,,,,,,,,
858,7.150000,,,,,,,,,,,,,,,,,,
859,7.158000,,,,,,,,,,,,,,,,,,
860,7.167000,,,,,,,,,,,,,,,,,,
861,7.175000,,,,,,,,,,,,,,,,,,
862,7.183000,,,,,,,,,,,,,,,,,,
863,7.192000,,,,,,,,,,,,,,,,,,
864,7.200000,,,,,,,,,,,,,,,,,,
865,7.208000,,,,,,,,,,,,,,,,,,
866,7.217000,,,,,,,,,,,,,,,,,,
867,7.225000,,,,,,,,,,,,,,,,,,
868,7.233000,,,,,,,,,,,,,,,,,,
869,7.242000,,,,,,,,,,,,,,,,,,
870,7.250000,,,,,,,,,,,,,,,,,,
871,7.258000,,,,,,,,,,,,,,,,,,
872,7.267000,,,,,,,,,,,,,,,,,,
873,7.275000,,,,,,,,,,,,,,,,,,
874,7.283000,,,,,,,,,,,,,,,,,,
875,7.292000,,,,,,,,,,,,,,,,,,
876,7.300000,,,,,,,,,,,,,,,,,,
877,7.308000,,,,,,,,,,,,,,,,,,
878,7.317000,,,,,,,,,,,,,,,,,,
879,7.325000,,,,,,,,,,,,,,,,,,
880,7.333000,,,,,,,,,,,,,,,,,,
881,7.342000,,,,,,,,,,,,,,,,,,
882,7.350000,,,,,,,,,,,,,,,,,,
883,7.358000,,,,,,,,,,,,,,,,,,
884,7.367000,,,,,,,,,,,,,,,,,,
885,7.375000,,,,,,,,,,,,,,,,,,
886,7.383000,,,,,,,,,,,,,,,,,,
887,7.392000,,,,,,,,,,,,,,,,,,
888,7.400000,,,,,,,,,,,,,,,,,,
889,7.408000,,,,,,,,,,,,,,,,,,
890,7.417000,,,,,,,,,,,,,,,,,,
891,7.425000,,,,,,,,,,,,,,,,,,
892,7.433000,,,,,,,,,,,,,,,,,,
893,7.442000,,,,,,,,,,,,,,,,,,
894,7.450000,,,,,,,,,,,,,,,,,,
895,7.458000,,,,,,,,,,,,,,,,,,
896,7.467000,,,,,,,,,,,,,,,,,,
897,7.475000,,,,,,,,,,,,,,,,,,
898,7.483000,,,,,,,,,,,,,,,,,,
899,7.492000,,,,,,,,,,,,,,,,,,
900,7.500000,,,,,,,,,,,,,,,,,,
901,7.508000,,,,,,,,,,,,,,,,,,
902,7.517000,,,,,,,,,,,,,,,,,,
903,7.525000,,,,,,,,,,,,,,,,,,
904,7.533000,,,,,,,,,,,,,,,,,,
905,7.542000,,,,,,,,,,,,,,,,,,
906,7.550000,,,,,,,,,,,,,,,,,,
907,7.558000,,,,,,,,,,,,,,,,,,
908,7.567000,,,,,,,,,,,,,,,,,,
909,7.575000,,,,,,,,,,,,,,,,,,
910,7.583000,,,,,,,,,,,,,,,,,,
911,7.592000,,,,,,,,,,,,,,,,,,
912,7.600000,,,,,,,,,,,,,,,,,,
913,7.608000,,,,,,,,,,,,,,,,,,
914,7.617000,,,,,,,,,,,,,,,,,,
915,7.625000,,,,,,,,,,,,,,,,,,
916,7.633000,,,,,,,,,,,,,,,,,,
917,7.642000,,,,,,,,,,,,,,,,,,
918,7.650000,,,,,,,,,,,,,,,,,,
919,7.658000,,,,,,,,,,,,,,,,,,
920,7.667000,,,,,,,,,,,,,,,,,,
921,7.675000,,,,,,,,,,,,,,,,,,
922,7.683000,,,,,,,,,,,,,,,,,,
923,7.692000,,,,,,,,,,,,,,,,,,
924,7.700000,,,,,,,,,,,,,,,,,,
925,7.708000,,,,,,,,,,,,,,,,,,
926,7.717000,,,,,,,,,,,,,,,,,,
927,7.725000,,,,,,,,,,,,,,,,,,
928,7.733000,,,,,,,,,,,,,,,,,,
929,7.742000,,,,,,,,,,,,,,,,,,
930,7.750000,,,,,,,,,,,,,,,,,,
931,7.758000,,,,,,,,,,,,,,,,,,
932,7.767000,,,,,,,,,,,,,,,,,,
933,7.775000,,,,,,,,,,,,,,,,,,
934,7.783000,,,,,,,,,,,,,,,,,,
935,7.792000,,,,,,,,,,,,,,,,,,
936,7.800000,,,,,,,,,,,,,,,,,,
937,7.808000,,,,,,,,,,,,,,,,,,
938,7.817000,,,,,,,,,,,,,,,,,,
939,7.825000,,,,,,,,,,,,,,,,,,
940,7.833000,,,,,,,,,,,,,,,,,,
941,7.842000,,,,,,,,,,,,,,,,,,
942,7.850000,,,,,,,,,,,,,,,,,,
943,7.858000,,,,,,,,,,,,,,,,,,
944,7.867000,,,,,,,,,,,,,,,,,,
945,7.875000,,,,,,,,,,,,,,,,,,
946,7.883000,,,,,,,,,,,,,,,,,,
947,7.892000,,,,,,,,,,,,,,,,,,
948,7.900000,,,,,,,,,,,,,,,,,,
949,7.908000,,,,,,,,,,,,,,,,,,
950,7.917000,,,,,,,,,,,,,,,,,,
951,7.925000,,,,,,,,,,,,,,,,,,
952,7.933000,,,,,,,,,,,,,,,,,,
953,7.942000,,,,,,,,,,,,,,,,,,
954,7.950000,,,,,,,,,,,,,,,,,,
955,7.958000,,,,,,,,,,,,,,,,,,
956,7.967000,,,,,,,,,,,,,,,,,,
957,7.975000,,,,,,,,,,,,,,,,,,
958,7.983000,,,,,,,,,,,,,,,,,,
959,7.992000,,,,,,,,,,,,,,,,,,
960,8.000000,,,,,,,,,,,,,,,,,,
961,8.008000,,,,,,,,,,,,,,,,,,
962,8.017000,,,,,,,,,,,,,,,,,,
963,8.025000,,,,,,,,,,,,,,,,,,
964,8.033000,,,,,,,,,,,,,,,,,,
965,8.042000,,,,,,,,,,,,,,,,,,
966,8.050000,,,,,,,,,,,,,,,,,,
967,8.058000,,,,,,,,,,,,,,,,,,
968,8.067000,,,,,,,,,,,,,,,,,,
969,8.075000,,,,,,,,,,,,,,,,,,
970,8.083000,,,,,,,,,,,,,,,,,,
971,8.092000,,,,,,,,,,,,,,,,,,
972,8.100000,,,,,,,,,,,,,,,,,,
973,8.108000,,,,,,,,,,,,,,,,,,
974,8.117000,,,,,,,,,,,,,,,,,,
975,8.125000,,,,,,,,,,,,,,,,,,
976,8.133000,,,,,,,,,,,,,,,,,,
977,8.142000,,,,,,,,,,,,,,,,,,
978,8.150000,,,,,,,,,,,,,,,,,,
979,8.158000,,,,,,,,,,,,,,,,,,
980,8.167000,,,,,,,,,,,,,,,,,,
981,8.175000,,,,,,,,,,,,,,,,,,
982,8.183000,,,,,,,,,,,,,,,,,,
983,8.192000,,,,,,,,,,,,,,,,,,
984,8.200000,,,,,,,,,,,,,,,,,,
985,8.208000,,,,,,,,,,,,,,,,,,
986,8.217000,,,,,,,,,,,,,,,,,,
987,8.225000,,,,,,,,,,,,,,,,,,
988,8.233000,,,,,,,,,,,,,,,,,,
989,8.242000,,,,,,,,,,,,,,,,,,
990,8.250000,,,,,,,,,,,,,,,,,,
991,8.258000,,,,,,,,,,,,,,,,,,
992,8.267000,,,,,,,,,,,,,,,,,,
993,8.275000,,,,,,,,,,,,,,,,,,
994,8.283000,,,,,,,,,,,,,,,,,,
995,8.292000,,,,,,,,,,,,,,,,,,
996,8.300000,,,,,,,,,,,,,,,,,,
997,8.308000,,,,,,,,,,,,,,,,,,
998,8.317000,,,,,,,,,,,,,,,,,,
999,8.325000,,,,,,,,,,,,,,,,,,
1000,8.333000,,,,,,,,,,,,,,,,,,
1001,8.342000,,,,,,,,,,,,,,,,,,
1002,8.350000,,,,,,,,,,,,,,,,,,
1003,8.358000,,,,,,,,,,,,,,,,,,
1004,8.367000,,,,,,,,,,,,,,,,,,
1005,8.375000,,,,,,,,,,,,,,,,,,
1006,8.383000,,,,,,,,,,,,,,,,,,
1007,8.392000,,,,,,,,,,,,,,,,,,
1008,8.400000,,,,,,,,,,,,,,,,,,
1009,8.408000,,,,,,,,,,,,,,,,,,
1010,8.417000,,,,,,,,,,,,,,,,,,
1011,8.425000,,,,,,,,,,,,,,,,,,
1012,8.433000,,,,,,,,,,,,,,,,,,
1013,8.442000,,,,,,,,,,,,,,,,,,
1014,8.450000,,,,,,,,,,,,,,,,,,
1015,8.458000,,,,,,,,,,,,,,,,,,
1016,8.467000,,,,,,,,,,,,,,,,,,
1017,8.475000,,,,,,,,,,,,,,,,,,
1018,8.483000,,,,,,,,,,,,,,,,,,
1019,8.492000,,,,,,,,,,,,,,,,,,
1020,8.500000,,,,,,,,,,,,,,,,,,
1021,8.508000,,,,,,,,,,,,,,,,,,
1022,8.517000,,,,,,,,,,,,,,,,,,
1023,8.525000,,,,,,,,,,,,,,,,,,
1024,8.533000,,,,,,,,,,,,,,,,,,
1025,8.542000,,,,,,,,,,,,,,,,,,
1026,8.550000,,,,,,,,,,,,,,,,,,
1027,8.558000,,,,,,,,,,,,,,,,,,
1028,8.567000,,,,,,,,,,,,,,,,,,
1029,8.575000,,,,,,,,,,,,,,,,,,
1030,8.583000,,,,,,,,,,,,,,,,,,
1031,8.592000,,,,,,,,,,,,,,,,,,
1032,8.600000,,,,,,,,,,,,,,,,,,
1033,8.608000,,,,,,,,,,,,,,,,,,
1034,8.617000,,,,,,,,,,,,,,,,,,
1035,8.625000,,,,,,,,,,,,,,,,,,
1036,8.633000,,,,,,,,,,,,,,,,,,
1037,8.642000,,,,,,,,,,,,,,,,,,
1038,8.650000,,,,,,,,,,,,,,,,,,
1039,8.658000,,,,,,,,,,,,,,,,,,
1040,8.667000,,,,,,,,,,,,,,,,,,
1041,8.675000,,,,,,,,,,,,,,,,,,
1042,8.683000,,,,,,,,,,,,,,,,,,
1043,8.692000,,,,,,,,,,,,,,,,,,
1044,8.700000,,,,,,,,,,,,,,,,,,
1045,8.708000,,,,,,,,,,,,,,,,,,
1046,8.717000,,,,,,,,,,,,,,,,,,
1047,8.725000,,,,,,,,,,,,,,,,,,
